A	a
przyjmują	p Sz y j . m uu . j o w_
przyjrzyj	p Sz yy j . rZ y j
przyjąa	p Sz yy . j a
przyjął	p Sz yy . j o w
przyjęcia	p Sz y . j ee ni . tsi a
przyjęciem	p Sz y . j ee ni . tsi e m
przyjęliśmy	p Sz y . j e . l ii si . m y
przyjęta	p Sz y . j ee n . t a
przyjęte	p Sz y . j ee n . t e
przyjętej	p Sz y . j ee n . t e j
przyjęty	p Sz y . j ee n . t y
przyjętych	p Sz y . j ee n . t y x
przyjętymi	p Sz y . j e n . t yy . m i
przyklekania	p Sz y . k l e . k aa . ni a
przykre	p Sz yy . k r e
przykro	p Sz yy . k r o
przykrycia	p Sz y . k r yy . tsi a
przykrym	p Sz yy . k r y m
przykrywka	p Sz y . k r yy f . k a
przykrywką	p Sz y . k r yy f . k o w_
przykład	p Sz yy . k w a d
przykład	p Sz yy . k w a t
przykładem	p Sz y . k w aa . d e m
przykładu	p Sz y . k w aa . d u
przykłady	p Sz y . k w aa . d y
przykładzie	p Sz y . k w aa . dzi e
przylgneło	p Sz y l . g n ee . w o
przylgnęło	p Sz y l . g n ee . w o
Przymierza	p Sz y m . j ee . rZ a
Przymierzu	p Sz y m . j ee . rZ u
przymknąa	p Sz yy m . k n a
przymusem	p Sz y . m uu . s e m
przymusowe	p Sz y . m u . s oo . v e
przynajmniej	p Sz y . n aa j . m ni e j
przyniesie	p Sz y . ni ee . si e
przyniosła	p Sz y . ni oo . s w a
przynosi	p Sz y . n oo . si i
przynosiłyby	p Sz y . n o . si i . w yy . b y
przynosząc	p Sz y . n oo . Sz o n dz
przynosząc	p Sz y . n oo . Sz o n ts
przynoszącym	p Sz y . n o . Sz oo n . ts y m
przypadającą	p Sz y . p a . d a . j oo n . ts o w_
przypadałby	p Sz y . p a . d aa w . b y
przypadałoby	p Sz y . p a . d a . w oo . b y
przypadek	p Sz y . p aa . d e g
przypadek	p Sz y . p aa . d e k
przypadkach	p Sz y . p aa . t k a x
przypadki	p Sz y . p aa . t c i
przypadkowi	p Sz y . p a . t k oo . v i
przypadkowo	p Sz y . p a . t k oo . v o
przypadku	p Sz y . p aa . t k u
przypadków	p Sz y . p aa . t k u f
przypadków	p Sz y . p aa . t k u v
przypieczętował	p Sz y . p j e . tSz e n . t oo . v a w
przyplącze	p Sz y . p l oo n . tSz e
przypomina	p Sz y . p o . m ii . n a
przypominający	p Sz y . p o . m i . n a . j oo n . ts y
przypomniał	p Sz y . p oo m . ni a w
przypomnieli	p Sz y . p o m . ni ee . l i
przypomnieć	p Sz y . p oo m . ni e dzi
przypomnieć	p Sz y . p oo m . ni e tsi
Przypomnijmy	p Sz y . p o m . ni ii j . m y
przypomną	p Sz y . p oo m . n o w_
przypuszczać	p Sz y . p uu Sz . tSz a dzi
przypuszczać	p Sz y . p uu Sz . tSz a tsi
przypuszczeniem	p Sz y . p u Sz . tSz ee . ni e m
Przyrodniczego	p Sz y . r o . d ni i . tSz ee . g o
przyrody	p Sz y . r oo . d y
przyrost	p Sz yy . r o s t
przyrost	p Sz yy . r o z d
przyspieszyć	p Sz y . s p j ee . Sz y dzi
przyspieszyć	p Sz y . s p j ee . Sz y tsi
Przysporzył	p Sz y s . p oo . rZ y w
Przystanek	p Sz y s . t aa . n e g
Przystanek	p Sz y s . t aa . n e k
przystawia	p Sz y s . t aa v . j a
przystawieniu	p Sz y s . t a v . j ee . ni u
przystawkami	p Sz y s . t a f . k aa . m i
przystojni	p Sz y s . t oo j . ni i
przystosowaniu	p Sz y s . t o . s o . v aa . ni u
przystąpienia	p Sz y s . t o m . p j ee . ni a
przystąpieniem	p Sz y s . t o m . p j ee . ni e m
przystąpieniu	p Sz y s . t o m . p j ee . ni u
przyszedł	p Sz yy . Sz e d
przyszedł	p Sz yy . Sz e t
przyszli	p Sz yy . Sz l i
przyszła	p Sz yy . Sz w a
przyszłego	p Sz y . Sz w ee . g o
przyszłoa	p Sz y . Sz w oo . a
przyszłości	p Sz y . Sz w oo si . tsi i
przyszły	p Sz yy . Sz w y
przyszłym	p Sz yy . Sz w y m
przysłanie	p Sz y . s w aa . ni e
przysłanych	p Sz y . s w aa . n y x
przysłał	p Sz yy . s w a w
przysłuży	p Sz y . s w uu . rZ y
przytacza	p Sz y . t aa . tSz a
przytaczać	p Sz y . t aa . tSz a dzi
przytaczać	p Sz y . t aa . tSz a tsi
przytakiwania	p Sz y . t a . c i . v aa . ni a
przytakiwanie	p Sz y . t a . c i . v aa . ni e
przytoczyła	p Sz y . t o . tSz yy . w a
przytulił	p Sz y . t uu . l i w
przytyła	p Sz y . t yy . w a
przywilej	p Sz y . v ii . l e j
przywilejów	p Sz y . v i . l ee . j u f
przywilejów	p Sz y . v i . l ee . j u v
przywiązaniu	p Sz y v . j o w_ . z aa . ni u
Przywołał	p Sz y . v oo . w a w
przywrócić	p Sz y . v r uu . tsi i dzi
przywrócić	p Sz y . v r uu . tsi i tsi
przywódcą	p Sz y . v uu . t ts o w_
przywódcę	p Sz y . v uu . t ts e
przywłaszczenia	p Sz y . v w a Sz . tSz ee . ni a
przywłaszczeniu	p Sz y . v w a Sz . tSz ee . ni u
przyzakładowych	p Sz y . z a . k w a . d oo . v y x
przyznaje	p Sz y z . n aa . j e
przyznają	p Sz y z . n aa . j o w_
przyznali	p Sz y z . n aa . l i
przyznane	p Sz y z . n aa . n e
przyznawania	p Sz y z . n a . v aa . ni a
przyznał	p Sz yy z . n a w
przyznała	p Sz y z . n aa . w a
przyzwoitości	p Sz y . z v o . i . t oo si . tsi i
przyzwyczaia	p Sz y . z v y . tSz aa . a
przyzwyczaił	p Sz y . z v y . tSz aa . i w
przyłapała	p Sz y . w a . p aa . w a
przyśpieszenia	p Sz y . si p j e . Sz ee . ni a
przyśpieszyła	p Sz y . si p j e . Sz yy . w a
prób	p r uu b
prób	p r uu p
Próba	p r uu . b a
próbach	p r uu . b a x
próbie	p r uu . b j e
próbki	p r uu . p c i
próbnika	p r u . b ni ii . k a
próbowali	p r u . b o . v aa . l i
próbował	p r u . b oo . v a w
próbuje	p r u . b uu . j e
próbując	p r u . b uu . j o n dz
próbując	p r u . b uu . j o n ts
próby	p r uu . b y
próbą	p r uu . b o w_
próbę	p r uu . b e
Próg	p r uu g
Próg	p r uu k
próśb	p r uu si p
próśb	p r uu zi b
prąd	p r oo n d
prąd	p r oo n t
prądu	p r oo n . d u
prętów	p r ee n . t u f
prętów	p r ee n . t u v
ps	b z
ps	p s
psują	p s uu . j o w_
psychiatr	p s yy . x j a d r
psychiatr	p s yy . x j a t r
psychiatria	p s y . x j a . t r ii . j a
psychiatrycznym	p s y . x j a . t r yy . tSz n y m
psychiatrów	p s y . x j aa . t r u f
psychiatrów	p s y . x j aa . t r u v
psychicznej	p s y . x ii . tSz n e j
psychicznie	p s y . x ii . tSz ni e
psychike	p s y . x ii . k e
psycholog	p s y . x oo . l o g
psycholog	p s y . x oo . l o k
psychologa	p s y . x o . l oo . g a
psychologów	p s y . x o . l oo . g u f
psychologów	p s y . x o . l oo . g u v
psycholokami	p s y . x o . l o . k aa . m i
psychoonkologa	p s y . x o . o N_ . k o . l oo . g a
psychoseksualnych	p s y . x o . s e . k s u . aa l . n y x
psychotropowych	p s y . x o . t r o . p oo . v y x
psynalizy	p s y . n a . l ii . z y
Pszczółkowskiego	p Sz tSz u w . k o f s . c j ee . g o
ptaki	p t aa . c i
ptaków	p t aa . k u f
ptaków	p t aa . k u v
ptasich	p t aa . si i x
publicysta	p u . b l i . ts yy s . t a
publicystka	p u . b l i . ts yy s . t k a
publicystów	p u . b l i . ts yy s . t u f
publicystów	p u . b l i . ts yy s . t u v
publiczna	p u . b l ii . tSz n a
publiczne	p u . b l ii . tSz n e
publicznego	p u . b l i . tSz n ee . g o
publicznej	p u . b l ii . tSz n e j
publicznie	p u . b l ii . tSz ni e
publiczno	p u . b l ii . tSz n o
publicznoprawnych	p u . b l i . tSz n o . p r aa v . n y x
publicznych	p u . b l ii . tSz n y x
publicznym	p u . b l ii . tSz n y m
publiczną	p u . b l ii . tSz n o w_
publikacjach	p u . b l i . k aa . ts j a x
publikacji	p u . b l i . k aa . ts i
publikowali	p u . b l i . k o . v aa . l i
Puciłem	p u . tsi ii . w e m
Puerto	p u . ee r . t o
puknąa	p uu . k n a
Puls	p uu l s
Puls	p uu l z
Pulsie	p uu l . si e
punkcie	p uu N_ . k tsi e
punktu	p uu N_ . k t u
punkty	p uu N_ . k t y
punktów	p uu N_ . k t u f
punktów	p uu N_ . k t u v
puszczają	p u Sz . tSz aa . j o w_
Putin	p uu . t i n
Putina	p u . t ii . n a
Putinie	p u . t ii . ni e
Putinowi	p u . t i . n oo . v i
pułap	p uu . w a b
pułap	p uu . w a p
Pułapka	p u . w aa . p k a
pułapki	p u . w aa . p c i
Pułk	p uu w g
Pułk	p uu w k
pułkownik	p u w . k oo v . ni i g
pułkownik	p u w . k oo v . ni i k
pułkownika	p u w . k o v . ni ii . k a
Pułku	p uu w . k u
pyta	p yy . t a
Pytaj	p yy . t a j
pytających	p y . t a . j oo n . ts y x
pytam	p yy . t a m
pytana	p y . t aa . n a
pytania	p y . t aa . ni a
pytaniach	p y . t aa . ni a x
pytanie	p y . t aa . ni e
pytano	p y . t aa . n o
pytany	p y . t aa . n y
pytał	p yy . t a w
pytała	p y . t aa . w a
pytań	p yy . t a ni
pója	p uu . j a
pójdzie	p uu j . dzi e
pójdziecie	p u j . dzi ee . tsi e
Pójdę	p uu j . d e
pónej	p uu . n e j
póniej	p uu . ni e j
póno	p uu . n o
pół	p uu w
półautomatycznego	p u . w a w . t o . m a . t y . tSz n ee . g o
półkuli	p u w . k uu . l i
półkulą	p u w . k uu . l o w_
północ	p uu w . n o dz
północ	p uu w . n o ts
Północna	p u w . n oo . ts n a
Północnego	p u w . n o . ts n ee . g o
północnej	p u w . n oo . ts n e j
północno	p u w . n oo . ts n o
Północnokaukaskim	p u w . n o . ts n o . k a w . k aa s . c i m
północny	p u w . n oo . ts n y
północnym	p u w . n oo . ts n y m
Północy	p u w . n oo . ts y
półtora	p u w . t oo . r a
później	p uu zi . ni e j
późno	p uu zi . n o
płac	p w aa dz
płac	p w aa ts
płace	p w aa . ts e
płaci	p w aa . tsi i
płacia	p w aa . tsi a
płacili	p w a . tsi ii . l i
płaciliby	p w a . tsi i . l ii . b y
płacimy	p w a . tsi ii . m y
Płacić	p w aa . tsi i dzi
Płacić	p w aa . tsi i tsi
płacił	p w aa . tsi i w
płacowe	p w a . ts oo . v e
płacowego	p w a . ts o . v ee . g o
płacy	p w aa . ts y
płacą	p w aa . ts o w_
płakaa	p w a . k aa . a
płakał	p w aa . k a w
płatnicy	p w a . t ni ii . ts y
płk	p w g
płk	p w k
Płn	w n
Płomienie	p w o m . j ee . ni e
płomieniem	p w o m . j ee . ni e m
Płonie	p w oo . ni e
płoną	p w oo . n o w_
płonąa	p w oo . n a
płuc	p w uu dz
płuc	p w uu ts
Płuek	p w uu . e g
Płuek	p w uu . e k
płynie	p w yy . ni e
płyta	p w yy . t a
płytka	p w yy . t k a
płyty	p w yy . t y
pływam	p w yy . v a m
pływałe	p w y . v aa . w e
rachunek	r a . x uu . n e g
rachunek	r a . x uu . n e k
rachunki	r a . x uu N_ . c i
rachunkiem	r a . x uu N_ . c j e m
rachunku	r a . x uu N_ . k u
racje	r aa . ts j e
racjonalna	r a . ts j o . n aa l . n a
racjonalne	r a . ts j o . n aa l . n e
racjonalnie	r a . ts j o . n aa l . ni e
racjonalności	r a . ts j o . n a l . n oo si . tsi i
racjonalny	r a . ts j o . n aa l . n y
racjonalnych	r a . ts j o . n aa l . n y x
racją	r aa . ts j o w_
raczej	r aa . tSz e j
Rada	r aa . d a
rade	r aa . d e
Radek	r aa . d e g
Radek	r aa . d e k
Radia	r aa d . j a
radiem	r aa d . j e m
radio	r aa d . j o
radioaktywnymi	r a d . j o . a . k t y v . n yy . m i
Radiofon	r a d . j oo . f o n
Radiograficznych	r a d . j o . g r a . f ii . tSz n y x
radiolog	r a d . j oo . l o g
radiolog	r a d . j oo . l o k
radiologa	r a d . j o . l oo . g a
radioterap	r a d . j o . t ee . r a b
radioterap	r a d . j o . t ee . r a p
radioterapie	r a d . j o . t e . r aa . p j e
radiowej	r a d . j oo . v e j
Radiu	r aa d . j u
radnego	r a . d n ee . g o
radni	r aa . d ni i
radny	r aa . d n y
radnych	r aa . d n y x
Radosław	r a . d oo . s w a f
Radosław	r a . d oo . s w a v
Radosława	r a . d o . s w aa . v a
Rady	r aa . d y
radze	r aa . dz e
radzia	r aa . dzi a
Radziwiłowicz	r a . dzi i . v i . w oo . v i drZ
Radziwiłowicz	r a . dzi i . v i . w oo . v i tSz
radził	r aa . dzi i w
radzą	r aa . dz o w_
Radę	r aa . d e
Rafał	r aa . f a w
Rahima	r a . x ii . m a
Rajakowski	r a . j a . k oo . f s c i
Rajchel	r aa j . x e l
Rajchlem	r aa j . x l e m
Rajewicz	r a . j ee . v i drZ
Rajewicz	r a . j ee . v i tSz
rak	r aa g
rak	r aa k
raka	r aa . k a
rakiem	r aa . c j e m
rakietowy	r a . c j e . t oo . v y
rakowych	r a . k oo . v y x
raku	r aa . k u
ramach	r aa . m a x
ramadan	r a . m aa . d a n
rampe	r aa m . p e
Ramstein	r a m . s t ee . i n
ran	r aa n
rana	r aa . n a
ranach	r aa . n a x
ranami	r a . n aa . m i
Rangel	r aa N_ . g e l
rangę	r aa N_ . g e
rani	r aa . ni i
rankingu	r a N_ . c ii N_ . g u
Ranna	r aa . n n a
ranne	r aa . n n e
rannej	r aa . n n e j
ranny	r aa . n n y
rannych	r aa . n n y x
rano	r aa . n o
rany	r aa . n y
raporcie	r a . p oo r . tsi e
raport	r aa . p o r d
raport	r aa . p o r t
raportach	r a . p oo r . t a x
raportu	r a . p oo r . t u
raportuje	r a . p o r . t uu . j e
raportów	r a . p oo r . t u f
raportów	r a . p oo r . t u v
rasistę	r a . si ii s . t e
Rasmussen	r a s . m uu . s s e n
Rasmussena	r a s . m u . s s ee . n a
rata	r aa . t a
ratownictwie	r a . t o v . ni ii . ts t f j e
ratownicy	r a . t o v . ni ii . ts y
ratowniczej	r a . t o v . ni ii . tSz e j
ratowniczo	r a . t o v . ni ii . tSz o
ratowniczych	r a . t o v . ni ii . tSz y x
ratowników	r a . t o v . ni ii . k u f
ratowników	r a . t o v . ni ii . k u v
ratuj	r aa . t u j
Ratunkowe	r a . t u N_ . k oo . v e
ratusz	r aa . t u rZ
ratusz	r aa . t u Sz
raty	r aa . t y
ratyfikacja	r a . t y . f i . k aa . ts j a
ratyfikacją	r a . t y . f i . k aa . ts j o w_
ratyfikowanej	r a . t y . f i . k o . v aa . n e j
Rawczuk	r aa f . tSz u g
Rawczuk	r aa f . tSz u k
raz	r aa s
raz	r aa z
razem	r aa . z e m
razie	r aa . zi e
razu	r aa . z u
razy	r aa . z y
raąca	r a . oo n . ts a
rażenia	r a . rZ ee . ni a
rażąco	r a . rZ oo n . ts o
rażącym	r a . rZ oo n . ts y m
rdzenia	r dz ee . ni a
Reading	r e . aa . d i N_ g
Reading	r e . aa . d i N_ k
Reagan	r e . aa . g a n
reagowanie	r e . a . g o . v aa . ni e
reagował	r e . a . g oo . v a w
reagowałe	r e . a . g o . v aa . w e
reaguje	r e . a . g uu . j e
reagują	r e . a . g uu . j o w_
reakcja	r e . aa . k ts j a
Reakcje	r e . aa . k ts j e
reakcji	r e . aa . k ts i
reakcję	r e . aa . k ts j e
realizacje	r e . a . l i . z aa . ts j e
realizacji	r e . a . l i . z aa . ts i
realizację	r e . a . l i . z aa . ts j e
realizowaa	r e . a . l i . z o . v aa . a
realizowane	r e . a . l i . z o . v aa . n e
realizowany	r e . a . l i . z o . v aa . n y
realizowanych	r e . a . l i . z o . v aa . n y x
realne	r e . aa l . n e
Realnej	r e . aa l . n e j
realnych	r e . aa l . n y x
realną	r e . aa l . n o w_
rece	r ee . ts e
recenzji	r e . ts ee w_ . z i
recenzowaniu	r e . ts e w_ . z o . v aa . ni u
Recepta	r e . ts ee . p t a
recepty	r e . ts ee . p t y
receptę	r e . ts ee . p t e
recydywistką	r e . ts y . d y . v ii s . t k o w_
red	r ee d
red	r ee t
Redakcji	r e . d aa . k ts i
rednia	r ee . d ni a
redniego	r e . d ni ee . g o
redniej	r ee . d ni e j
redukowanie	r e . d u . k o . v aa . ni e
redukując	r e . d u . k uu . j o n dz
redukując	r e . d u . k uu . j o n ts
redystrybucja	r e . d y s . t r y . b uu . ts j a
redystrybucji	r e . d y s . t r y . b uu . ts i
referendum	r e . f e . r ee n . d u m
reflektuje	r e . f l e . k t uu . j e
reform	r ee . f o r m
Reforma	r e . f oo r . m a
reforme	r e . f oo r . m e
reformie	r e . f oo r . m j e
reformom	r e . f oo r . m o m
reformowaa	r e . f o r . m o . v aa . a
reformowania	r e . f o r . m o . v aa . ni a
reformujących	r e . f o r . m u . j oo n . ts y x
reformy	r e . f oo r . m y
reformą	r e . f oo r . m o w_
refundacji	r e . f u n . d aa . ts i
refundację	r e . f u n . d aa . ts j e
refundacyjna	r e . f u n . d a . ts yy j . n a
refundacyjne	r e . f u n . d a . ts yy j . n e
refundacyjnej	r e . f u n . d a . ts yy j . n e j
refundacyjnych	r e . f u n . d a . ts yy j . n y x
refundowane	r e . f u n . d o . v aa . n e
refundowanego	r e . f u n . d o . v a . n ee . g o
refundowanych	r e . f u n . d o . v aa . n y x
refundował	r e . f u n . d oo . v a w
regionach	r e . gi j oo . n a x
regionalnego	r e . gi j o . n a l . n ee . g o
regionie	r e . gi j oo . ni e
regionów	r e . gi j oo . n u f
regionów	r e . gi j oo . n u v
regulacje	r e . g u . l aa . ts j e
regulaminami	r e . g u . l a . m i . n aa . m i
regulaminu	r e . g u . l a . m ii . n u
regularnie	r e . g u . l aa r . ni e
regulowane	r e . g u . l o . v aa . n e
regulowania	r e . g u . l o . v aa . ni a
reguluje	r e . g u . l uu . j e
regulującego	r e . g u . l u . j o n . ts ee . g o
regułom	r e . g uu . w o m
reguły	r e . g uu . w y
rehabilitacje	r e . x a . b i . l i . t aa . ts j e
rehabilitacji	r e . x a . b i . l i . t aa . ts i
rehabilitant	r e . x a . b i . l ii . t a n d
rehabilitant	r e . x a . b i . l ii . t a n t
Reinhold	r e . ii n . x o l d
Reinhold	r e . ii n . x o l t
rejestrować	r e . j e s . t r oo . v a dzi
rejestrować	r e . j e s . t r oo . v a tsi
rejestruje	r e . j e s . t r uu . j e
rejonie	r e . j oo . ni e
Rejonowego	r e . j o . n o . v ee . g o
rejonowy	r e . j o . n oo . v y
rejony	r e . j oo . n y
rejonów	r e . j oo . n u f
rejonów	r e . j oo . n u v
rejs	r ee j s
rejs	r ee j z
rejwach	r ee j . v a x
reka	r ee . k a
rekach	r ee . k a x
rekami	r e . k aa . m i
reke	r ee . k e
rekina	r e . c ii . n a
reklama	r e . k l aa . m a
reklamacje	r e . k l a . m aa . ts j e
reklame	r e . k l aa . m e
reklamie	r e . k l aa m . j e
reklamowe	r e . k l a . m oo . v e
rekomendacji	r e . k o . m e n . d aa . ts i
rekomendował	r e . k o . m e n . d oo . v a w
rekomenduje	r e . k o . m e n . d uu . j e
rekonstrukcja	r e . k o w_ . s t r uu . k ts j a
rekonstrukcjach	r e . k o w_ . s t r uu . k ts j a x
rekonstrukcje	r e . k o w_ . s t r uu . k ts j e
rekonstrukcji	r e . k o w_ . s t r uu . k ts i
rekonstrukcyjnych	r e . k o w_ . s t r u . k ts yy j . n y x
rekonstruktorzy	r e . k o w_ . s t r u . k t oo . rZ y
rekonstruowaa	r e . k o w_ . s t r u . o . v aa . a
rekordzistą	r e . k o r . dzi ii s . t o w_
rekordziści	r e . k o r . dzi ii si . tsi i
rekreacyjnych	r e . k r e . a . ts yy j . n y x
rektor	r ee . k t o r
rektorami	r e . k t o . r aa . m i
relacjach	r e . l aa . ts j a x
relacje	r e . l aa . ts j e
relacji	r e . l aa . ts i
relacjonowała	r e . l a . ts j o . n o . v aa . w a
relacjonuje	r e . l a . ts j o . n uu . j e
relacjonują	r e . l a . ts j o . n uu . j o w_
relig	r ee . l i g
relig	r ee . l i k
Religi	r e . l ii . gi i
religie	r e . l ii . gi j e
religijne	r e . l i . gi ii j . n e
religijnej	r e . l i . gi ii j . n e j
religijnoa	r e . l i . gi i j . n oo . a
religijności	r e . l i . gi i j . n oo si . tsi i
religijną	r e . l i . gi ii j . n o w_
remont	r ee . m o n d
remont	r ee . m o n t
remontu	r e . m oo n . t u
Renate	r e . n aa . t e
Rencistów	r e ni . tsi ii s . t u f
Rencistów	r e ni . tsi ii s . t u v
Renia	r ee . ni a
rent	r ee n d
rent	r ee n t
rentach	r ee n . t a x
Rentgenowski	r e n . d g e . n oo . f s c i
rentgenowskiego	r e n . d g e . n o f s . c j ee . g o
rentownoa	r e n . t o v . n oo . a
rentową	r e n . t oo . v o w_
reorganizacji	r e . o r . g a . ni i . z aa . ts i
reporta	r e . p oo r . t a
reporter	r e . p oo r . t e r
reportera	r e . p o r . t ee . r a
reporterem	r e . p o r . t ee . r e m
reporterską	r e . p o r . t ee r . s k o w_
Reporterzy	r e . p o r . t ee . rZ y
reporterów	r e . p o r . t ee . r u f
reporterów	r e . p o r . t ee . r u v
reprezentacyjne	r e . p r e . z e n . t a . ts yy j . n e
reprezentant	r e . p r e . z ee n . t a n d
reprezentant	r e . p r e . z ee n . t a n t
reprezentantem	r e . p r e . z e n . t aa n . t e m
reprezentatywnej	r e . p r e . z e n . t a . t yy v . n e j
reprezentowania	r e . p r e . z e n . t o . v aa . ni a
reprezentuje	r e . p r e . z e n . t uu . j e
reprezentującej	r e . p r e . z e n . t u . j oo n . ts e j
reprezentujący	r e . p r e . z e n . t u . j oo n . ts y
reprezentującym	r e . p r e . z e n . t u . j oo n . ts y m
reprezentującą	r e . p r e . z e n . t u . j oo n . ts o w_
reprodukcji	r e . p r o . d uu . k ts i
republice	r e . p u . b l ii . ts e
republikańskiego	r e . p u . b l i . k a j_ . s c j ee . g o
republiki	r e . p u . b l ii . c i
resorcie	r e . s oo r . tsi e
resort	r ee . s o r d
resort	r ee . s o r t
resortu	r e . s oo r . t u
resortów	r e . s oo r . t u f
resortów	r e . s oo r . t u v
respekt	r ee s . p e g d
respekt	r ee s . p e k t
respektu	r e s . p ee . k t u
respiratora	r e s . p i . r a . t oo . r a
restauracji	r e s . t a w . r aa . ts i
Restytucję	r e s . t y . t uu . ts j e
reszta	r ee Sz . t a
retorycznie	r e . t o . r yy . tSz ni e
Reutera	r e w . t ee . r a
rewelacyjne	r e . v e . l a . ts yy j . n e
rewizjonistów	r e . v i z . j o . ni ii s . t u f
rewizjonistów	r e . v i z . j o . ni ii s . t u v
rewolucja	r e . v o . l uu . ts j a
rewolucji	r e . v o . l uu . ts i
rewolucyjna	r e . v o . l u . ts yy j . n a
rewolucyjne	r e . v o . l u . ts yy j . n e
rezerwuję	r e . z e r . v uu . j e
Rezolucja	r e . z o . l uu . ts j a
rezolucji	r e . z o . l uu . ts i
rezygnacja	r e . z y . g n aa . ts j a
rezygnację	r e . z y . g n aa . ts j e
rezygnuj	r e . z yy . g n u j
reżimów	r e . rZ ii . m u f
reżimów	r e . rZ ii . m u v
reżyser	r e . rZ yy . s e r
reżysera	r e . rZ y . s ee . r a
reżyserował	r e . rZ y . s e . r oo . v a w
Riabinowka	r j a . b i . n oo f . k a
Richarda	r i . x aa r . d a
Richtera	r i x . t ee . r a
Robert	r oo . b e r d
Robert	r oo . b e r t
Roberta	r o . b ee r . t a
robi	r oo . b i
robia	r oo . b j a
robie	r oo . b j e
robienia	r o . b j ee . ni a
robimy	r o . b ii . m y
Robinson	r o . b ii w_ . s o n
robisz	r oo . b i rZ
robisz	r oo . b i Sz
robią	r oo . b j o w_
robić	r oo . b i dzi
robić	r oo . b i tsi
robił	r oo . b i w
robiła	r o . b ii . w a
Robote	r o . b oo . t e
roboty	r o . b oo . t y
robotę	r o . b oo . t e
robót	r oo . b u d
robót	r oo . b u t
rocznicami	r o . tSz ni i . ts aa . m i
rocznicowe	r o . tSz ni i . ts oo . v e
rocznicy	r o . tSz ni ii . ts y
rocznicą	r o . tSz ni ii . ts o w_
rocznicę	r o . tSz ni ii . ts e
rocznie	r oo . tSz ni e
roczniki	r o . tSz ni ii . c i
roczny	r oo . tSz n y
rocznym	r oo . tSz n y m
rode	r oo . d e
rodem	r oo . d e m
rodkami	r o . t k aa . m i
rodki	r oo . t c i
rodkowo	r o . t k oo . v o
rodku	r oo . t k u
rodków	r oo . t k u f
